ID,cc_cons
4202,52193.616620222456
9671,54315.926303296364
6615,59671.04879623029
12050,51786.117194961305
13998,52135.905004486274
7406,48079.66786232649
12497,57268.27729764158
4662,56548.265876693564
3661,53945.00711954419
17436,60970.78677707984
2332,57574.979468282276
16771,50154.11319841077
17110,63068.40086865398
15967,64920.83640654787
5758,76785.80432592958
2882,53982.379483622324
10774,51413.36751650869
7750,52672.2676180869
16516,57209.89883010818
3670,60946.04502910976
15883,47313.06894841102
2947,58006.18154124735
13476,53597.54755994916
13301,53223.97102685482
6468,59982.43882305159
15135,64856.92894901338
16278,43080.36822009149
12114,55241.10781724137
3839,60578.6647660685
2886,60908.46471658019
11928,58052.24637805714
15155,54384.483840566085
4316,57212.02450781932
7299,47759.39975325258
1306,53192.1468357128
19221,56777.633250153485
7039,56356.643494321055
11499,56390.60654792718
1312,42533.07111046329
2124,54317.80029125673
1907,58014.43715382117
16979,55890.882027317704
6629,59724.397623940036
5295,51429.4493117304
11961,62256.16306801282
11653,60780.93190310846
2822,53374.46210862026
9335,63262.46343749451
742,52056.1137101908
8080,51720.49564617847
12707,55278.54840705775
3559,49675.1067062729
4455,60273.38904090251
16907,51104.99297720591
6453,71722.5673472495
1108,49043.50827139854
280,51526.305921494575
16566,53361.27681382179
17535,57441.2175361964
15464,53416.032599459475
936,57001.26054650321
17214,44691.97991183883
6182,55436.47630064966
14305,53434.45660184134
11840,59280.04412888459
7534,52767.357075066495
3025,56118.20481501688
6393,52889.35915383026
13441,54744.8982740077
18252,54463.8002949813
11194,51708.161113500086
15711,38712.12317775422
5219,55923.958121377
16914,55918.02197712567
10003,53475.76360515806
12338,53435.213473963
3813,50098.928284539805
15088,53315.37177166339
10155,57509.79159992289
1466,62005.27153027988
15472,57519.69076531436
17157,55004.81180795976
18166,57325.441443037125
15940,63396.962416368115
16627,50023.193486482596
10125,79168.86036453748
16485,57139.18980570172
683,51981.627892165474
6119,57087.26635101634
4454,42818.2215448448
9712,56112.819967100935
4120,54415.922616601805
15722,57879.29474937142
6352,62012.88852578798
17883,50833.90000232985
18204,60370.400303271585
9971,57626.80617451634
9023,57748.14578077532
13472,70551.72492505796
18393,62967.76383182781
1916,59063.0726219511
2114,58456.1944399217
15098,52269.05970389301
16002,54822.03798409237
14466,55920.03745827434
5230,43112.73863285616
7591,61041.396710746514
11578,53469.6108827231
3258,53745.71456760679
12283,60930.38306577295
17355,53556.45564641328
6557,60583.62485389752
1523,58775.09957004215
579,64427.152546604695
11196,54416.77586513123
4925,63472.96616268557
10260,49575.598819146144
16414,56620.02336113931
9575,56883.62068892603
4517,54075.406435313984
5120,61823.54007068643
624,50164.66663260036
19457,48884.38803386192
18888,51382.48460439472
2356,49696.02741434365
4545,45418.436102101216
18014,59783.504897645886
13964,59572.29887309099
6774,46833.91327803961
12210,61361.08801403717
7735,59907.2607910782
12253,48760.14733691787
968,48772.82804431263
19474,55093.20161845283
10090,59169.93627753711
9695,52663.30357594485
6057,58305.8803001734
11620,47787.012381281165
19105,59429.25092773397
18161,55493.47525206304
16983,61994.76289791047
16846,52332.748069948655
12641,56773.58152185317
12194,49414.49999296742
3182,60625.94084648697
697,53501.9410095673
16666,60680.95050748799
10809,50340.29421323265
16899,52240.45363534227
1473,58021.15777137365
11504,58287.533117805106
7004,51516.02107390383
12782,52598.529333672646
3142,55561.697454064684
15486,56581.20168188239
10817,60604.77028365642
755,64903.12915965892
3527,52638.81951566606
18375,56931.73603653929
1146,52253.277572853156
3290,55043.39936282565
5630,54408.02176895945
13114,58133.27886663041
17944,62643.02245603445
6621,56434.82218768091
8012,52669.253619995085
5782,51945.73350264201
2840,59778.88274056329
4245,64629.40555828179
14833,52473.63728787118
3884,51060.11735900069
9209,53039.1512772465
17550,53933.214865683876
1191,59149.8134354898
16498,54185.531187346634
11748,52865.19897081001
16053,49855.202781926884
18527,50512.97524980749
11548,45734.493300708156
11074,52055.41483726455
9104,55880.96578764095
8083,60316.94787828234
11425,57179.203527042555
3247,52997.847420092854
7233,60478.53487509503
13650,60704.547493430524
11762,59307.71523733952
9216,55160.24478175707
2398,71279.01389714073
7321,54233.240969286955
19222,53768.7680295522
9225,56335.24663124531
18451,51249.464142494726
2529,54689.80869829738
8266,53340.49917029888
15901,54452.171656932456
9070,58269.30455017367
15808,52844.899767898125
12019,59583.15135207611
19750,59141.30666427082
2532,50270.48019037593
5234,63739.8953092068
10409,55147.730243589125
12698,61920.47469396646
15412,53768.75848647208
19217,57651.27494302723
19907,61850.58337429817
833,58340.516774409814
17121,63471.35424354729
1966,52610.22747742296
7703,57931.97541890888
520,62314.24457205694
3739,53207.55297905792
18300,50783.04684606694
9834,65780.58920808864
1992,47680.55784042201
16462,52306.52202641311
14735,63040.96812642454
9481,49313.82104330058
6989,55147.71022979838
19741,50124.82431333237
5767,50503.17931020231
17583,63204.92637889001
930,55262.63795770991
1774,50699.67334933359
13003,53121.15899737279
1780,53669.76713214521
5582,48199.962608017086
19569,51910.421391407195
3723,59021.75716943658
3866,55267.427060388174
7168,50377.00241235512
19793,56133.60485830094
5951,54134.63396156608
5641,68758.87440528165
6583,52547.93040284194
18998,52340.69348817615
8236,59805.78541438081
19610,58429.201183038924
5238,50805.29938263849
5335,51486.172252536315
19316,58830.35221017006
9585,67658.36350391759
14363,56442.70288486385
6578,52289.465864382706
15395,51593.3452996267
1819,58955.9091481389
18381,55410.548974361904
3880,52417.630970689715
9098,61222.03597025259
17890,47892.51474127663
7861,53114.47571031426
5490,60623.23864875736
12309,50035.56452606534
1833,55428.90220360885
17881,49351.13423264341
13165,46559.47320985253
8610,53195.265403330515
13363,46670.47406382742
4975,52466.98913483796
12351,60255.788681962615
273,54835.872430757896
8975,60808.584862338896
18951,46988.26706269085
15165,55033.478260383265
5178,58239.22031342308
6044,47296.65544137844
19386,64438.38199496883
1635,61569.510204690654
2814,58476.94163770352
6974,54813.24243768
18536,47497.38019153646
11636,53826.66342961876
7414,48315.64555886111
11880,43068.53237751388
15503,50934.82763049312
983,57359.675599487324
18110,50476.82863151664
7084,57627.63302564526
14005,59116.49698043716
19111,53126.13839128345
18532,50054.485121325255
18394,56594.912603167155
10851,52386.79947953138
4544,61685.70589156439
6236,53989.991061783265
15497,54726.57217565145
19864,53642.36008876135
15670,60667.847503027406
8118,54842.335519638575
7289,55605.61744514471
13788,53215.57447419764
5588,50181.47706877541
5110,51589.42023270811
10620,51754.26371789294
1156,52949.87910904104
18398,54345.76862535768
7134,69902.49665115622
7676,53043.153618992896
9409,71145.68639466629
17713,58831.132539686034
3435,50890.57408551885
14394,55935.59594003231
117,51268.321106636206
18541,60636.82821052532
17575,55662.45769060832
8351,56948.839263038455
7216,47745.20631201957
8736,53223.45942971842
1989,55876.45411017114
19666,54258.36309752037
3908,53012.26236747134
14375,48094.74658264548
7794,61627.67056051257
7232,56413.98771927627
2836,61080.71540399448
15954,52692.596603593774
3354,61326.06792776311
3368,56877.85927103651
9219,53189.24977483113
8658,50670.179725883216
3809,57506.55763026439
5129,63592.251276063245
4874,69126.64160648831
8758,44721.44709013072
16293,52028.97886157319
8150,55689.83996220529
4272,49381.80447768533
15938,52063.75180486661
9893,53048.97955885279
1299,46794.42183970812
7239,49276.43966547582
8253,61559.15746576383
19340,54939.901069821164
18530,47290.30562420709
14903,48844.61068061849
14454,52490.49312328539
12353,50958.29774721122
14431,59504.45324059812
17602,55940.04842374097
15036,56116.00628385337
8921,48408.69696559774
11059,52318.52061876293
18577,50727.68994911118
14565,49880.881165553306
4955,50416.312776228646
3535,58032.47626619119
2024,55427.58745870082
17666,58976.17740206024
6295,54528.07338260418
7085,50795.147299095195
1389,52582.43196951156
3659,57968.82556062486
15509,53410.274401227165
16938,51948.38474056271
15432,56517.06836767206
12074,53429.768632932275
15777,63803.58593158031
19953,55033.012782346115
1709,53986.17257244536
10048,49269.877151905705
11839,52215.91046878002
701,56851.67608387853
7271,50769.578081330306
10196,69937.89810080639
2901,57476.66217842231
198,62112.555667653156
3877,55472.77689780997
15160,55851.02691226861
17634,52591.80190339451
16927,63046.51005991477
15162,44853.84076674951
8443,63893.2699697224
1716,51634.67573238091
7870,59114.76307665828
4318,57892.58077594016
11351,52876.119463193245
15465,51647.29151235496
18121,56831.97705827376
6602,59783.6423866607
4331,50141.64681981824
6592,51245.330605441166
18955,48280.15295406215
2510,58098.17100306523
4009,61600.937105174926
15468,55570.90167760594
7251,52454.50942715134
7463,57187.989934969824
16325,48829.87954885584
14882,58079.0632636017
3610,59970.791192908175
19097,58403.215315615154
9378,53660.70562411312
16582,53353.24457313663
16761,58062.576763118734
12055,44284.49674733162
1226,47030.93719411092
7344,52050.00689348695
16365,62244.38133357507
223,54888.026683240656
15934,52798.65957807732
11882,55310.94417392749
7083,51575.282699518364
14196,60747.56350767552
1599,42887.82989346693
5976,53369.72909823911
5611,47659.855912662344
12565,44118.70342404456
1339,56545.794393208555
16772,59412.264036342574
11827,51706.02044548679
18484,61331.029059863686
3033,55207.81192593263
14726,53496.27377621457
13696,54310.911820294794
16295,54016.44953559236
7910,50652.47308955431
1868,56675.95242556464
3190,50528.09680687575
549,56023.59648477006
8940,56641.64559207209
214,54468.363885325765
3587,50047.40429969181
11555,59203.01257515506
19231,40436.85363043109
8248,48248.622225558545
355,44061.7963967536
15634,55236.98912892913
6746,50377.66473332248
2963,52769.1777929818
2082,49006.076465196806
16784,52764.64642344096
10436,52685.797474617015
5114,48138.673256205795
14525,55990.229832525234
4534,55222.942315483066
8877,55619.80693131243
12117,59385.402038213026
2682,60657.505812347525
7948,50591.5092593708
112,52815.13817435068
2220,52237.70392397527
606,49557.462687275474
11552,52918.42995560551
942,53536.31328688467
555,59481.66866508809
3394,51372.94189156851
7916,55610.70337976791
13261,54132.589568814474
9592,59718.89002110591
5694,57885.024167369025
7570,54488.848986543984
15543,61300.816702826734
5834,60879.92715559772
3362,53539.691914377785
5741,56451.00054403884
11060,54573.971366894
24,56040.99402273846
14942,52986.368951245524
8277,45024.56815325813
4596,59224.11535595467
396,52200.6128277624
3213,61978.41595934149
14447,50511.56215722686
14106,53600.79214623713
5940,52093.26638585579
19543,63385.38434507907
10215,46014.583876606564
16348,57940.19612590235
2111,50670.7508877143
7973,49266.071939938825
1175,62771.49394164336
1796,59771.51411285274
7425,61351.26829665556
13183,58937.322852219986
471,57300.587281479915
17683,59197.30951734365
4770,49628.34238616514
10199,53947.96817338794
9601,57817.65973724259
19986,58141.45440626346
10411,67261.50125594655
10682,54211.192162331834
12224,52718.248562654335
8319,64890.26218056657
4618,53937.32625938478
7976,55232.34830508321
4340,65035.822209387494
10852,47317.7536160649
4810,56963.900159326884
5049,47433.11069163789
16928,49120.29668654097
4504,57612.030680008604
4327,56724.29489978085
13368,64050.38248909432
5657,59853.0202681964
1007,60642.95135631029
10792,52189.82470037685
18373,52936.245936688225
12313,59010.01320893966
8295,49661.39526805637
15707,55972.47961975513
5504,77963.37951899965
11441,60803.27572895123
10964,49943.359413431615
10850,55068.564790919896
17775,54101.04914701781
17588,50479.55444250343
14495,48764.14535568541
5522,54352.30143539748
14724,56310.4770944828
3653,56808.97341495226
1588,51620.053306047455
7587,50790.1707253108
2381,51973.5286223453
2879,52619.26639372394
11660,56019.09912998996
11681,46449.02938729814
6929,57274.49099959888
17457,48714.85219182516
10894,49545.56678997717
4822,47907.58333259778
1647,52433.225562805244
15006,61196.94803600738
19487,63040.04726860934
12585,58391.82598114141
17909,58928.69695911052
7793,56850.34696459368
4997,63428.01151247286
4763,49884.399399761365
11444,52559.1801450237
1627,54308.13296262675
10371,50993.89276421282
18564,63694.70714812776
4093,38245.586806988416
6978,49179.64250279147
12945,60099.91074312948
3539,52963.27511675125
10628,49782.415759768446
11767,47781.8320461665
13601,53754.336182963205
2245,48382.84943253388
14887,59739.64449578338
4278,58978.281242854966
9950,53824.61066697463
3204,50222.05240952446
16690,56882.35637647141
2416,50237.63582605521
19947,53566.53490531544
17029,57785.857714228565
14802,49546.210753296546
4571,53050.30794733137
2165,55191.029092763696
14756,52367.17023212972
17443,65803.89949552072
12952,56875.49376173923
16486,52403.62800086499
3597,62355.39922389713
1319,57998.903622720616
2645,47596.914554056086
18246,63109.69862526555
17179,51430.14966846788
8259,63069.256826114404
2410,60837.457677062004
16128,57900.78108057781
2694,53934.65473442781
6076,121274.10336271043
11899,49507.82926248845
16987,53504.623493973806
18023,62438.183324547856
3774,62740.32985389921
6848,55442.12893052828
8283,48957.84104683639
18868,61679.96129270246
16132,61926.20817309224
9358,53877.83343795368
10515,56894.70532750958
536,50071.88463955003
2533,64991.8440951194
8756,63042.361753764926
8468,51215.85322480549
19165,58442.07632873003
2818,60506.442774584575
15919,50928.63904065625
12633,64014.0374447009
9901,56270.10031523613
3422,59091.91878911361
17028,46707.22165362298
16513,50089.24599460521
8666,54533.72458623869
13659,58318.13609476786
19319,59783.986742780806
5897,57234.527644037946
13079,51498.535416693994
4884,54737.512239833806
11678,64067.33274016841
3708,63944.59374682435
17810,49360.24722214568
12258,49464.8811008933
11047,61702.82102271663
6014,54168.58194315372
516,63553.81965994778
13560,60852.368512297064
17168,77502.2039463253
18286,52176.71255220921
2058,54587.76686810701
2542,50958.216632612224
19016,56711.73521959421
7302,51408.679137610896
19732,53903.597770899105
12284,55560.06693131103
6820,63216.39558224736
17953,61747.271042239285
17263,54001.72168970874
4713,61244.13522155103
12816,57626.20357182354
13464,57004.51538635361
1223,65008.60295883141
13706,57463.727562364606
9512,56266.900738162025
14862,56174.03440846683
12056,50706.47745554878
3783,59176.25072634317
4793,62650.238100343566
4205,71238.8810044321
8823,55596.303115233655
14191,51732.195344616535
15643,51945.436997017285
9554,59662.7181205816
12239,54654.30434271134
2786,54906.04080642398
15274,50767.888457518486
537,53757.75342232622
13445,47400.236176448176
2634,55576.33894498309
17840,54921.152326108946
12118,60436.35192072073
12312,55101.947206464945
2052,54147.6732431278
6709,54619.87727854966
16546,53500.796172918
12124,52232.00604589374
923,54813.621200350724
4148,53584.39550286173
7264,51258.91870446172
15214,52868.33807352732
18504,76781.10654401196
9475,58863.505434815415
12432,55087.16430998262
18524,49147.69174218434
18255,53109.04338332626
8654,57831.489112160045
5876,54074.64818533322
4055,53657.454493795616
3906,50945.290249759135
4875,56586.81333609415
1773,60777.62446588074
5520,53416.02277467759
14021,54416.37509238518
2216,54724.37613869874
16529,50250.63896641264
18553,58944.94148815588
18753,53659.34473862937
5548,55745.083545923604
9435,51016.559348707095
17907,50400.40072521562
2808,57349.18280295124
11816,58332.230008742605
9060,55240.905981660886
5775,54262.81201808739
17694,50514.06707664623
3976,55625.35829993253
17781,61790.71564376326
8893,45722.87846100434
5116,57760.585701161086
13033,50117.86988886136
17649,52397.15729456115
16358,51274.166410475365
17172,60396.70883931183
3140,54149.92186435761
19312,50809.27768335337
1188,62380.6490024782
13244,54274.28640079322
2458,48197.118876705325
17483,59674.210583705084
14793,49488.6390721701
2279,54840.88004907886
7675,59277.35900435309
7409,57362.91104197239
19974,51741.00226607347
15518,52002.43453645585
15473,63575.50706119271
16214,52723.4491931283
17398,59616.87916252675
1391,50852.47772314439
18026,59998.057825057454
16381,54859.82653753857
5905,50508.87239674089
18424,61868.17344368927
16578,52964.598408733815
2315,53202.97252859793
3303,60636.99229245607
5633,56582.63282506986
14610,56483.91259947503
4749,48793.077956822795
12238,51405.89585825954
16125,53616.94673567224
1374,58275.556474296056
17058,52498.473878133664
16495,56300.75143255673
16340,56891.93025924041
13974,47128.33901036209
16180,52916.21216486511
19733,53287.773142262886
10112,62408.52420621914
16557,52186.722089336035
12028,67075.89830046633
18047,48706.01882447256
12496,48454.119811527686
11661,55882.08885874926
12783,65223.865945997946
7065,50642.62618975225
19005,61828.43304700948
15781,53070.6901568451
13208,54804.74971807386
14926,50563.52420243321
19730,53317.05044348968
19067,58498.33181703658
321,51247.81074468432
19587,57026.67860469741
1721,58745.42468368715
5511,58739.104830503085
8899,55817.666459147345
17717,56376.57116905117
897,54963.69209599431
14045,58084.53827966711
1404,62145.35895178822
8999,54739.76860243248
8036,55962.05915228963
9388,63118.187910770976
1180,53800.17104505682
8958,56254.84370196725
6065,51393.6963545338
9479,54780.37534052608
5873,56027.160374638355
8796,57078.0419438232
8601,55709.65418396079
18825,56107.214017909835
5933,53146.281584942204
6462,54842.79591697588
16286,50981.37737556607
14994,49517.72008662343
15364,61078.30272973188
9427,61748.31965227611
8115,57619.94018750773
15421,47580.93703832939
11865,62817.184688801215
13162,54980.97201464308
8185,58528.959445000386
18432,63427.98784284646
6564,65033.85817556444
17979,50636.55217781552
14379,55064.927923987
1158,46605.53797836037
8493,56619.176899375794
7967,61467.67719300779
8761,58987.3384074383
5813,56074.64034343069
6104,56298.9468881566
3469,49020.94428731783
16073,52437.07714255217
11942,55848.423029809186
12303,51383.09072198849
8607,60852.36433652329
19370,53688.54458462452
11871,56151.13744942682
10737,59750.80508301188
782,52560.16774913999
14214,67572.27250643198
14248,58270.115819902014
17,52620.65515228018
1358,56567.876483238026
2858,52481.78694294218
6727,52383.93015982966
18860,55442.32613298701
12474,78333.37426513388
13172,57770.35716776297
11993,59819.86318945064
9841,57042.489019878165
18116,50196.00836711441
7050,57816.57697224454
849,56332.195526261894
9622,53963.43072617091
13661,53157.87675151412
8308,53976.43599842608
5053,65017.38227506035
732,54158.238590097004
13818,57615.95472409736
17792,54650.70159219777
3602,54527.53583793191
16332,47801.76949031442
16785,53845.90533973225
7752,58177.89550020657
12761,57636.6709697922
12475,54679.38757710404
5724,53777.66580842135
3924,54928.26742467709
16200,55243.71666353193
14987,60798.20934715858
3923,61300.65011080561
5468,55134.20143784678
6386,58444.84317562973
10497,54137.27265078802
4901,53217.05040557975
1410,46736.376285365186
1957,55799.589341079256
1159,59523.88061334601
12822,51593.127414114635
15586,53797.17749274893
16948,71908.33958365924
15156,60236.588717261526
15582,48552.08187409027
4754,46428.91236553002
15571,46415.20784735987
3898,43340.03016841308
19171,46797.34278983185
13211,51483.67620389992
943,53635.42134008678
16015,55168.36385442235
5706,52624.01340455284
8059,53681.56540991233
7404,55249.06568305379
15613,55466.0259055488
4797,48660.32736455942
619,63128.42668650142
15075,45921.83641679225
6951,51932.55422062632
9505,54086.73838082695
9471,54751.79730720899
16889,51999.16337388641
6251,64277.516962069916
10677,63019.13833895021
4287,51697.56501989005
4317,58488.30477761651
6195,57294.85962878673
19473,60161.62446643915
5682,61382.541882351856
9687,51657.828784898236
18261,61004.68931456265
16860,57587.87159540477
9249,44871.23196731838
18523,49448.39607633244
7325,52546.47713047165
6844,59647.79054381411
6549,51428.67063284449
11540,57220.66737329128
19906,56002.94803227544
7586,62201.2736548056
11119,57184.59240888936
7018,55635.42371293328
16966,54130.94983626995
11528,50775.18405894549
13920,53042.30352631532
8420,44173.40490478376
9751,54809.94845952321
13013,55962.52599468548
17787,51181.1100042489
9699,54640.13857812189
8149,53999.063346931835
18519,53699.16147680264
10369,60028.77492649946
19200,50352.09334180101
17917,62229.5863656451
7400,57810.5278687563
17218,56899.37089645401
17488,50531.44615464324
7069,55125.10525747236
6049,42183.2983358896
2343,57464.83354308535
159,58700.020330707914
568,55231.93715103884
14913,55046.243913932325
6902,51317.335265433234
374,61181.862154649185
15207,56139.31151798461
15291,54427.160953755105
18535,58301.674663759375
19593,51388.474548832965
9270,66090.52906877267
2335,50311.30920724602
1701,51986.85137889742
14703,48808.35502464097
1083,61894.93902713438
11843,53146.5614171006
16175,54981.18090631496
16971,64277.92492514626
19680,55396.719746114446
11522,51198.91060768906
14250,52090.62687852482
9786,47785.56106042872
5886,55144.64155507802
18598,53250.294383445755
19194,50810.95600756794
17798,53241.64282175052
7941,59045.04038237514
12639,57245.09831904224
16805,59334.61331826812
3225,53250.30748436475
10870,49510.51055120096
5562,53044.188649033444
15204,64994.155877329176
15020,47187.46834047316
1970,53062.70070323102
4349,49161.28531502304
13870,51345.951775665555
15455,51995.94436535666
11727,60161.53692846952
18604,51396.73981738664
7373,57989.87483498565
2310,60063.75978559877
9764,61382.421163212435
7747,61648.8292925549
6520,54104.82709499159
7697,63192.576270787955
15573,52751.24016970568
19192,52360.609711104495
17984,55390.418772246274
14285,58035.47328931798
2908,54790.18975489933
12662,58422.209766929285
2671,57104.699987029715
8526,54062.45570240558
2787,51087.64200112696
10472,58602.88397978182
7305,60869.13133273733
1756,73190.09195648954
4850,53119.087593485965
19399,61562.673587687284
15163,54531.7708590851
5285,56964.143380328045
5430,54027.51765522006
9400,50423.19256293423
19679,54903.8152330649
5606,51882.22366697603
18671,54322.69322183212
18548,49491.546319603694
9459,48322.92820443135
4881,58447.28892157815
17929,52313.30750289116
18640,54643.964824653005
3831,53011.76873545591
6063,55239.1622434716
8663,58770.4293958214
1201,54511.04113683976
8935,60755.913011430544
19612,57932.27831346941
12208,53546.04630611712
11421,60231.80739943759
18659,50178.50112056739
12027,63785.017397894975
8460,60542.154234367496
1549,56377.06349305761
14354,54967.69820417818
18127,54934.90382106645
18582,49262.25208899275
15964,56332.76448521956
16184,61590.98565249879
15115,59336.1089316909
11431,50140.1912571345
14205,55095.280914314746
17888,56435.0883479615
19384,41563.80373358922
13780,52159.35082783444
8196,51539.31094317383
11174,59869.33946438758
8470,58660.53927148448
19975,51308.807506545236
11270,61115.75765848464
9365,53872.56115892506
3421,55041.31964018582
8140,67739.47505440342
18211,54423.26203300269
4722,56503.0029231483
10017,48985.14362485108
15132,52686.2104113004
6901,54234.93061849949
5691,57421.374811343856
5573,63028.36333481703
7435,65363.241204644444
12152,49214.08332057797
7341,38778.473752387625
18994,51301.32435597483
14584,60009.39722606413
8809,61871.20404369548
580,50141.72895341308
6747,55942.32348587613
14369,66422.24870213348
10555,43966.688498703275
6115,51548.58430339001
14575,58544.98369708222
18533,55503.96704647058
19227,63649.79042480717
746,68911.26659035959
3022,50961.67521858313
12628,63601.422180265625
9754,59953.04357886515
10054,58381.908622249655
8368,62430.99965657648
3812,50741.38106627847
2453,51921.90019980948
5232,51803.926861022446
19645,53870.072590931886
6028,53497.84808248482
4332,63717.744172491155
17532,57508.05760708976
6678,52222.33993450784
19505,60623.466244896255
14775,52971.238870274115
18952,44313.071896161244
14218,60778.11515191242
6001,77626.04165105685
13700,56749.34756912236
1453,56195.06952998118
6235,66848.76188634807
7071,55314.6660083033
19984,50821.92060625147
17924,50552.16606052486
12845,56123.80314641792
4628,52142.123245540286
945,54132.064252954675
14157,53706.380330441614
13618,56937.576071213414
16658,57653.36943336067
5300,56525.38568445786
12449,55170.30769563766
13783,58313.621577944425
9980,56212.47667415326
16845,50958.74701245188
2862,50851.759709846316
3350,51312.74522140339
17429,49699.819740753235
1895,64329.85754486984
11101,51042.616977844074
3963,40902.8136689428
1133,54915.592148609925
13673,71777.47518875726
13489,55205.54454336123
13865,55654.08878666719
15786,57817.955659612955
3985,57550.96967754898
11998,62416.149066408514
10739,48806.75356249617
4702,61154.07794399584
7499,56500.55112626331
8550,55106.72871571621
4776,59419.52104316543
13317,60316.57893414736
2184,52191.741378532606
807,58978.58387638561
7099,62310.243818870906
8973,44277.32430548905
9369,76746.63162195052
16823,65199.19393289872
11525,59536.33396977489
10986,62156.61691001513
2434,56332.32538600474
3108,55778.5990666806
18217,60897.95862681029
10631,67528.09109529048
9141,52773.033907480145
7760,54971.33816524459
10905,53040.94286833568
5890,53110.74898263588
11294,62121.750649168745
19332,52055.99538121773
5426,51262.12374399585
17785,58929.66686625407
11420,54620.48078679111
3049,53592.346790890646
12632,70448.38943867035
19246,53003.92309487068
13271,55302.46779692364
17803,53561.52490262081
17126,54302.41190091372
8698,53731.07201997761
5996,56162.120661417706
11892,52355.47856013464
15263,59297.46023932353
5210,57677.69063635626
12905,64248.74522944541
19208,49548.68142395379
5599,58787.03834601517
13512,63416.56158638064
19511,54389.46938644341
16281,59088.38814167814
2142,53678.21469685266
11034,51941.924436107714
19121,51402.26343978024
7803,52066.98561335969
2236,51939.0261579853
8589,66034.0788725361
14052,63018.67461921196
10440,61988.04063199666
17316,57957.313022430004
1123,50352.81833345221
8102,48905.67016145637
15355,45941.78144701737
252,58420.24533299498
8193,49046.5991037491
15147,56403.582299120455
13263,50157.63084100914
8385,53624.927245564904
13425,55410.088106363335
19762,53633.02725222255
12939,53840.76416853595
16290,51719.60029672592
31,49936.14645343912
14664,59395.9483371176
11006,58032.342518216836
7303,51207.893201099476
2135,59847.40496460171
7946,52406.65805627898
19020,49187.212264450274
977,63407.20191341557
1281,58398.644724185244
6100,62655.37294979385
13110,47533.67453163618
644,57896.7406930595
17424,51322.61971667196
16563,59988.85899079794
17516,55250.167057834034
11881,53082.38832994294
13520,62498.01198936031
15120,64544.53038983804
13448,55395.51880562425
5828,59851.71978683439
8383,56610.95488332158
12324,50427.06056929266
11737,53241.082310264625
3534,52076.252492367756
16464,56159.57723763649
19863,56236.10257245481
16289,42588.8755079383
3396,51784.2917056162
1950,55637.12566066647
